"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1249","Проверка блока с информацией о погоде на следующий день","","Mon May 05 09:44:11 GMT 2025","passed","Mon May 05 09:44:13 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","1016","Проверка колонки с основной информацией","","Mon May 05 09:44:13 GMT 2025","passed","Mon May 05 09:44:14 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","2982","Проверка вызовов методов при поиски погоды в городе","","Mon May 05 09:44:19 GMT 2025","passed","Mon May 05 09:44:22 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","1291","Изменение параметра в статистике за три дня","","Mon May 05 09:44:14 GMT 2025","passed","Mon May 05 09:44:15 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","1320","Проверка кликабельности кнопки изменения темы","","Mon May 05 09:44:10 GMT 2025","passed","Mon May 05 09:44:11 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","1228","Изменение параметра в статистике за 10 дней","","Mon May 05 09:44:18 GMT 2025","passed","Mon May 05 09:44:19 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","1315","Проверка блока с подробной информацией","","Mon May 05 09:44:16 GMT 2025","passed","Mon May 05 09:44:18 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","1401","Проверка отображения блока со статистикой","","Mon May 05 09:44:15 GMT 2025","passed","Mon May 05 09:44:16 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","24742","Открытие GitHub по нажатию на Support Project","","Mon May 05 09:43:45 GMT 2025","passed","Mon May 05 09:44:10 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","1126","Отображение элементов заголовочной строки поиска","","Mon May 05 09:44:22 GMT 2025","passed","Mon May 05 09:44:23 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","10893","Ввод текста в строки поиска","","Mon May 05 09:44:23 GMT 2025","passed","Mon May 05 09:44:34 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
