"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1333","Проверка отображения блока со статистикой","","Sat May 03 18:34:42 GMT 2025","passed","Sat May 03 18:34:43 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","3878","Проверка вызовов методов при поиски погоды в городе","","Sat May 03 18:34:46 GMT 2025","passed","Sat May 03 18:34:50 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","10755","Ввод текста в строки поиска","","Sat May 03 18:34:51 GMT 2025","passed","Sat May 03 18:35:02 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","1268","Изменение параметра в статистике за три дня","","Sat May 03 18:34:41 GMT 2025","passed","Sat May 03 18:34:42 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","1150","Изменение параметра в статистике за 10 дней","","Sat May 03 18:34:45 GMT 2025","passed","Sat May 03 18:34:46 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","1094","Отображение элементов заголовочной строки поиска","","Sat May 03 18:34:50 GMT 2025","passed","Sat May 03 18:34:51 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","1171","Проверка блока с информацией о погоде на следующий день","","Sat May 03 18:34:39 GMT 2025","passed","Sat May 03 18:34:40 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","13792","Открытие GitHub по нажатию на Support Project","","Sat May 03 18:34:24 GMT 2025","passed","Sat May 03 18:34:37 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","1176","Проверка кликабельности кнопки изменения темы","","Sat May 03 18:34:38 GMT 2025","passed","Sat May 03 18:34:39 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","1243","Проверка блока с подробной информацией","","Sat May 03 18:34:43 GMT 2025","passed","Sat May 03 18:34:45 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","974","Проверка колонки с основной информацией","","Sat May 03 18:34:40 GMT 2025","passed","Sat May 03 18:34:41 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
