"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2599","Изменение параметра в статистике за 10 дней","","Sun Mar 08 16:42:40 UTC 2026","passed","Sun Mar 08 16:42:42 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","2648","Проверка блока с подробной информацией","","Sun Mar 08 16:42:37 UTC 2026","passed","Sun Mar 08 16:42:40 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","2495","Проверка кликабельности кнопки изменения темы","","Sun Mar 08 16:42:24 UTC 2026","passed","Sun Mar 08 16:42:27 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","2673","Проверка блока с информацией о погоде на следующий день","","Sun Mar 08 16:42:27 UTC 2026","passed","Sun Mar 08 16:42:29 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","649","Отображение элементов заголовочной строки поиска","","Sun Mar 08 16:42:42 UTC 2026","passed","Sun Mar 08 16:42:43 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","2720","Проверка отображения блока со статистикой","","Sun Mar 08 16:42:34 UTC 2026","passed","Sun Mar 08 16:42:37 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","2384","Проверка колонки с основной информацией","","Sun Mar 08 16:42:29 UTC 2026","passed","Sun Mar 08 16:42:32 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","2581","Изменение параметра в статистике за три дня","","Sun Mar 08 16:42:32 UTC 2026","passed","Sun Mar 08 16:42:34 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","3784","Открытие GitHub по нажатию на Support Project","","Sun Mar 08 16:42:20 UTC 2026","passed","Sun Mar 08 16:42:24 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","12360","Ввод текста в строки поиска","","Sun Mar 08 16:42:43 UTC 2026","passed","Sun Mar 08 16:42:55 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","setText"
