"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2905","Проверка вызовов методов при поиски погоды в городе","","Thu Apr 24 19:15:58 GMT 2025","passed","Thu Apr 24 19:16:01 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","1228","Проверка блока с подробной информацией","","Thu Apr 24 19:15:55 GMT 2025","passed","Thu Apr 24 19:15:57 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","1351","Проверка отображения блока со статистикой","","Thu Apr 24 19:15:54 GMT 2025","passed","Thu Apr 24 19:15:55 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","1197","Изменение параметра в статистике за три дня","","Thu Apr 24 19:15:53 GMT 2025","passed","Thu Apr 24 19:15:54 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","1088","Отображение элементов заголовочной строки поиска","","Thu Apr 24 19:16:01 GMT 2025","passed","Thu Apr 24 19:16:02 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","11311","Открытие GitHub по нажатию на Support Project","","Thu Apr 24 19:15:38 GMT 2025","passed","Thu Apr 24 19:15:49 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","920","Проверка колонки с основной информацией","","Thu Apr 24 19:15:52 GMT 2025","passed","Thu Apr 24 19:15:53 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1150","Проверка блока с информацией о погоде на следующий день","","Thu Apr 24 19:15:51 GMT 2025","passed","Thu Apr 24 19:15:52 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","10827","Ввод текста в строки поиска","","Thu Apr 24 19:16:02 GMT 2025","passed","Thu Apr 24 19:16:13 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","1265","Проверка кликабельности кнопки изменения темы","","Thu Apr 24 19:15:50 GMT 2025","passed","Thu Apr 24 19:15:51 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","1154","Изменение параметра в статистике за 10 дней","","Thu Apr 24 19:15:57 GMT 2025","passed","Thu Apr 24 19:15:58 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
