"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1404","Изменение параметра в статистике за три дня","","Sat Feb 28 19:12:35 UTC 2026","passed","Sat Feb 28 19:12:36 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","1475","Проверка блока с подробной информацией","","Sat Feb 28 19:12:38 UTC 2026","passed","Sat Feb 28 19:12:39 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","3037","Проверка вызовов методов при поиски погоды в городе","","Sat Feb 28 19:12:41 UTC 2026","passed","Sat Feb 28 19:12:44 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","1124","Проверка колонки с основной информацией","","Sat Feb 28 19:12:34 UTC 2026","passed","Sat Feb 28 19:12:35 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","2022","Отображение элементов заголовочной строки поиска","","Sat Feb 28 19:12:44 UTC 2026","passed","Sat Feb 28 19:12:46 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","1303","Проверка блока с информацией о погоде на следующий день","","Sat Feb 28 19:12:32 UTC 2026","passed","Sat Feb 28 19:12:34 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","1615","Проверка отображения блока со статистикой","","Sat Feb 28 19:12:36 UTC 2026","passed","Sat Feb 28 19:12:38 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","1251","Проверка кликабельности кнопки изменения темы","","Sat Feb 28 19:12:31 UTC 2026","passed","Sat Feb 28 19:12:32 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","11208","Открытие GitHub по нажатию на Support Project","","Sat Feb 28 19:12:20 UTC 2026","passed","Sat Feb 28 19:12:31 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","10870","Ввод текста в строки поиска","","Sat Feb 28 19:12:46 UTC 2026","passed","Sat Feb 28 19:12:57 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","1447","Изменение параметра в статистике за 10 дней","","Sat Feb 28 19:12:39 UTC 2026","passed","Sat Feb 28 19:12:41 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
