"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1304","Проверка блока с подробной информацией","","Sat Feb 28 19:16:34 UTC 2026","passed","Sat Feb 28 19:16:36 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","1004","Проверка колонки с основной информацией","","Sat Feb 28 19:16:31 UTC 2026","passed","Sat Feb 28 19:16:32 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1212","Изменение параметра в статистике за 10 дней","","Sat Feb 28 19:16:36 UTC 2026","passed","Sat Feb 28 19:16:37 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","2927","Проверка вызовов методов при поиски погоды в городе","","Sat Feb 28 19:16:37 UTC 2026","passed","Sat Feb 28 19:16:40 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","12104","Открытие GitHub по нажатию на Support Project","","Sat Feb 28 19:16:16 UTC 2026","passed","Sat Feb 28 19:16:28 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","1143","Отображение элементов заголовочной строки поиска","","Sat Feb 28 19:16:40 UTC 2026","passed","Sat Feb 28 19:16:41 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","1319","Изменение параметра в статистике за три дня","","Sat Feb 28 19:16:32 UTC 2026","passed","Sat Feb 28 19:16:33 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","1222","Проверка кликабельности кнопки изменения темы","","Sat Feb 28 19:16:28 UTC 2026","passed","Sat Feb 28 19:16:29 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","10822","Ввод текста в строки поиска","","Sat Feb 28 19:16:41 UTC 2026","passed","Sat Feb 28 19:16:52 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","1258","Проверка блока с информацией о погоде на следующий день","","Sat Feb 28 19:16:29 UTC 2026","passed","Sat Feb 28 19:16:31 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","1393","Проверка отображения блока со статистикой","","Sat Feb 28 19:16:33 UTC 2026","passed","Sat Feb 28 19:16:34 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
