"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1256","Изменение параметра в статистике за 10 дней","","Sat Feb 28 17:38:02 UTC 2026","passed","Sat Feb 28 17:38:03 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","3022","Проверка вызовов методов при поиски погоды в городе","","Sat Feb 28 17:38:03 UTC 2026","passed","Sat Feb 28 17:38:06 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","1338","Изменение параметра в статистике за три дня","","Sat Feb 28 17:37:58 UTC 2026","passed","Sat Feb 28 17:37:59 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","1246","Отображение элементов заголовочной строки поиска","","Sat Feb 28 17:38:06 UTC 2026","passed","Sat Feb 28 17:38:07 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","1510","Проверка отображения блока со статистикой","","Sat Feb 28 17:37:59 UTC 2026","passed","Sat Feb 28 17:38:00 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","15939","Открытие GitHub по нажатию на Support Project","","Sat Feb 28 17:37:38 UTC 2026","passed","Sat Feb 28 17:37:54 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","1047","Проверка колонки с основной информацией","","Sat Feb 28 17:37:57 UTC 2026","passed","Sat Feb 28 17:37:58 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1230","Проверка блока с информацией о погоде на следующий день","","Sat Feb 28 17:37:55 UTC 2026","passed","Sat Feb 28 17:37:57 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","10923","Ввод текста в строки поиска","","Sat Feb 28 17:38:07 UTC 2026","passed","Sat Feb 28 17:38:18 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","1371","Проверка блока с подробной информацией","","Sat Feb 28 17:38:00 UTC 2026","passed","Sat Feb 28 17:38:02 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","1360","Проверка кликабельности кнопки изменения темы","","Sat Feb 28 17:37:54 UTC 2026","passed","Sat Feb 28 17:37:55 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
