"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1364","Проверка отображения блока со статистикой","","Sun May 04 12:19:20 GMT 2025","passed","Sun May 04 12:19:21 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","1135","Отображение элементов заголовочной строки поиска","","Sun May 04 12:19:27 GMT 2025","passed","Sun May 04 12:19:28 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","2905","Проверка вызовов методов при поиски погоды в городе","","Sun May 04 12:19:24 GMT 2025","passed","Sun May 04 12:19:27 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","17171","Открытие GitHub по нажатию на Support Project","","Sun May 04 12:18:58 GMT 2025","passed","Sun May 04 12:19:15 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","1204","Проверка блока с информацией о погоде на следующий день","","Sun May 04 12:19:17 GMT 2025","passed","Sun May 04 12:19:18 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","1206","Изменение параметра в статистике за 10 дней","","Sun May 04 12:19:23 GMT 2025","passed","Sun May 04 12:19:24 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","10819","Ввод текста в строки поиска","","Sun May 04 12:19:28 GMT 2025","passed","Sun May 04 12:19:39 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","1234","Проверка блока с подробной информацией","","Sun May 04 12:19:21 GMT 2025","passed","Sun May 04 12:19:23 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","972","Проверка колонки с основной информацией","","Sun May 04 12:19:18 GMT 2025","passed","Sun May 04 12:19:19 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1201","Проверка кликабельности кнопки изменения темы","","Sun May 04 12:19:15 GMT 2025","passed","Sun May 04 12:19:17 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","1261","Изменение параметра в статистике за три дня","","Sun May 04 12:19:19 GMT 2025","passed","Sun May 04 12:19:20 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
