"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2595","Проверка блока с информацией о погоде на следующий день","","Sun Mar 15 10:24:15 UTC 2026","passed","Sun Mar 15 10:24:18 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","2697","Проверка отображения блока со статистикой","","Sun Mar 15 10:24:23 UTC 2026","passed","Sun Mar 15 10:24:26 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","879","Отображение элементов заголовочной строки поиска","","Sun Mar 15 10:24:31 UTC 2026","passed","Sun Mar 15 10:24:32 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","2727","Проверка блока с подробной информацией","","Sun Mar 15 10:24:26 UTC 2026","passed","Sun Mar 15 10:24:28 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","2539","Проверка колонки с основной информацией","","Sun Mar 15 10:24:18 UTC 2026","passed","Sun Mar 15 10:24:20 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","2720","Проверка кликабельности кнопки изменения темы","","Sun Mar 15 10:24:12 UTC 2026","passed","Sun Mar 15 10:24:15 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","2527","Изменение параметра в статистике за три дня","","Sun Mar 15 10:24:20 UTC 2026","passed","Sun Mar 15 10:24:23 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","2898","Изменение параметра в статистике за 10 дней","","Sun Mar 15 10:24:28 UTC 2026","passed","Sun Mar 15 10:24:31 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","12680","Ввод текста в строки поиска","","Sun Mar 15 10:24:32 UTC 2026","passed","Sun Mar 15 10:24:45 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","3928","Открытие GitHub по нажатию на Support Project","","Sun Mar 15 10:24:08 UTC 2026","passed","Sun Mar 15 10:24:12 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","openSupport"
