"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9587","Поиск погоды в городе","","Tue Apr 22 17:57:12 GMT 2025","passed","Tue Apr 22 17:57:22 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","977","Отображение элементов заголовочной строки поиска","","Tue Apr 22 17:57:22 GMT 2025","passed","Tue Apr 22 17:57:23 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","10","Проверка кликабельности кнопки изменения темы","","Tue Apr 22 17:57:12 GMT 2025","broken","Tue Apr 22 17:57:12 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","4554","Ввод текста в строку поиска","","Tue Apr 22 17:57:23 GMT 2025","passed","Tue Apr 22 17:57:28 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","985","Открытие GitHub по нажатию на Support Project","","Tue Apr 22 17:57:11 GMT 2025","broken","Tue Apr 22 17:57:12 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
