"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1249","Проверка блока с подробной информацией","","Sat Apr 26 10:00:58 GMT 2025","passed","Sat Apr 26 10:00:59 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","1184","Изменение параметра в статистике за 10 дней","","Sat Apr 26 10:00:59 GMT 2025","passed","Sat Apr 26 10:01:01 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","1140","Проверка блока с информацией о погоде на следующий день","","Sat Apr 26 10:00:52 GMT 2025","passed","Sat Apr 26 10:00:53 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","2876","Проверка отображения блока со статистикой","","Sat Apr 26 10:00:55 GMT 2025","passed","Sat Apr 26 10:00:58 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","950","Проверка колонки с основной информацией","","Sat Apr 26 10:00:53 GMT 2025","passed","Sat Apr 26 10:00:54 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1093","Отображение элементов заголовочной строки поиска","","Sat Apr 26 10:01:03 GMT 2025","passed","Sat Apr 26 10:01:05 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","10758","Ввод текста в строки поиска","","Sat Apr 26 10:01:05 GMT 2025","passed","Sat Apr 26 10:01:15 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","12489","Открытие GitHub по нажатию на Support Project","","Sat Apr 26 10:00:38 GMT 2025","passed","Sat Apr 26 10:00:51 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","1194","Проверка кликабельности кнопки изменения темы","","Sat Apr 26 10:00:51 GMT 2025","passed","Sat Apr 26 10:00:52 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","1229","Изменение параметра в статистике за три дня","","Sat Apr 26 10:00:54 GMT 2025","passed","Sat Apr 26 10:00:55 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","2841","Проверка вызовов методов при поиски погоды в городе","","Sat Apr 26 10:01:01 GMT 2025","passed","Sat Apr 26 10:01:03 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
