"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1167","Изменение параметра в статистике за 10 дней","","Sun May 04 12:16:41 GMT 2025","passed","Sun May 04 12:16:42 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","994","Проверка колонки с основной информацией","","Sun May 04 12:16:36 GMT 2025","passed","Sun May 04 12:16:37 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1163","Проверка кликабельности кнопки изменения темы","","Sun May 04 12:16:33 GMT 2025","passed","Sun May 04 12:16:35 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","1238","Проверка блока с подробной информацией","","Sun May 04 12:16:39 GMT 2025","passed","Sun May 04 12:16:41 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","1222","Изменение параметра в статистике за три дня","","Sun May 04 12:16:37 GMT 2025","passed","Sun May 04 12:16:38 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","2788","Проверка вызовов методов при поиски погоды в городе","","Sun May 04 12:16:42 GMT 2025","passed","Sun May 04 12:16:45 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","1173","Проверка блока с информацией о погоде на следующий день","","Sun May 04 12:16:35 GMT 2025","passed","Sun May 04 12:16:36 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","1136","Отображение элементов заголовочной строки поиска","","Sun May 04 12:16:45 GMT 2025","passed","Sun May 04 12:16:46 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","10902","Ввод текста в строки поиска","","Sun May 04 12:16:46 GMT 2025","passed","Sun May 04 12:16:57 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","1355","Проверка отображения блока со статистикой","","Sun May 04 12:16:38 GMT 2025","passed","Sun May 04 12:16:39 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","4637","Открытие GitHub по нажатию на Support Project","","Sun May 04 12:16:29 GMT 2025","passed","Sun May 04 12:16:33 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
