"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10764","Ввод текста в строки поиска","","Sat May 03 19:07:33 GMT 2025","passed","Sat May 03 19:07:44 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","1261","Проверка кликабельности кнопки изменения темы","","Sat May 03 19:07:21 GMT 2025","passed","Sat May 03 19:07:22 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","970","Проверка колонки с основной информацией","","Sat May 03 19:07:23 GMT 2025","passed","Sat May 03 19:07:24 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1174","Изменение параметра в статистике за 10 дней","","Sat May 03 19:07:28 GMT 2025","passed","Sat May 03 19:07:29 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","1231","Проверка блока с подробной информацией","","Sat May 03 19:07:27 GMT 2025","passed","Sat May 03 19:07:28 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","1203","Проверка блока с информацией о погоде на следующий день","","Sat May 03 19:07:22 GMT 2025","passed","Sat May 03 19:07:23 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","4704","Открытие GitHub по нажатию на Support Project","","Sat May 03 19:07:16 GMT 2025","passed","Sat May 03 19:07:21 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","2769","Проверка вызовов методов при поиски погоды в городе","","Sat May 03 19:07:29 GMT 2025","passed","Sat May 03 19:07:32 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","1372","Проверка отображения блока со статистикой","","Sat May 03 19:07:25 GMT 2025","passed","Sat May 03 19:07:27 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","1202","Изменение параметра в статистике за три дня","","Sat May 03 19:07:24 GMT 2025","passed","Sat May 03 19:07:25 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","1102","Отображение элементов заголовочной строки поиска","","Sat May 03 19:07:32 GMT 2025","passed","Sat May 03 19:07:33 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
