"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2887","Проверка колонки с основной информацией","","Sun Mar 15 09:19:26 UTC 2026","passed","Sun Mar 15 09:19:29 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","2982","Изменение параметра в статистике за три дня","","Sun Mar 15 09:19:29 UTC 2026","passed","Sun Mar 15 09:19:32 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","13052","Ввод текста в строки поиска","","Sun Mar 15 09:19:42 UTC 2026","passed","Sun Mar 15 09:19:55 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","2930","Изменение параметра в статистике за 10 дней","","Sun Mar 15 09:19:39 UTC 2026","passed","Sun Mar 15 09:19:42 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","748","Отображение элементов заголовочной строки поиска","","Sun Mar 15 09:19:42 UTC 2026","passed","Sun Mar 15 09:19:42 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","3193","Проверка блока с подробной информацией","","Sun Mar 15 09:19:35 UTC 2026","passed","Sun Mar 15 09:19:39 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","3361","Проверка кликабельности кнопки изменения темы","","Sun Mar 15 09:19:20 UTC 2026","passed","Sun Mar 15 09:19:23 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","3865","Открытие GitHub по нажатию на Support Project","","Sun Mar 15 09:19:16 UTC 2026","passed","Sun Mar 15 09:19:20 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","3071","Проверка отображения блока со статистикой","","Sun Mar 15 09:19:32 UTC 2026","passed","Sun Mar 15 09:19:35 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","3092","Проверка блока с информацией о погоде на следующий день","","Sun Mar 15 09:19:23 UTC 2026","passed","Sun Mar 15 09:19:26 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
