"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","993","Проверка колонки с основной информацией","","Wed Apr 30 08:49:40 GMT 2025","passed","Wed Apr 30 08:49:41 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1258","Проверка кликабельности кнопки изменения темы","","Wed Apr 30 08:49:38 GMT 2025","passed","Wed Apr 30 08:49:39 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","1235","Изменение параметра в статистике за три дня","","Wed Apr 30 08:49:41 GMT 2025","passed","Wed Apr 30 08:49:42 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","1212","Изменение параметра в статистике за 10 дней","","Wed Apr 30 08:49:45 GMT 2025","passed","Wed Apr 30 08:49:46 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","10818","Ввод текста в строки поиска","","Wed Apr 30 08:49:50 GMT 2025","passed","Wed Apr 30 08:50:01 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","1203","Проверка блока с информацией о погоде на следующий день","","Wed Apr 30 08:49:39 GMT 2025","passed","Wed Apr 30 08:49:40 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","1173","Отображение элементов заголовочной строки поиска","","Wed Apr 30 08:49:49 GMT 2025","passed","Wed Apr 30 08:49:50 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","1427","Проверка отображения блока со статистикой","","Wed Apr 30 08:49:42 GMT 2025","passed","Wed Apr 30 08:49:44 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","2836","Проверка вызовов методов при поиски погоды в городе","","Wed Apr 30 08:49:46 GMT 2025","passed","Wed Apr 30 08:49:49 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","4374","Открытие GitHub по нажатию на Support Project","","Wed Apr 30 08:49:33 GMT 2025","passed","Wed Apr 30 08:49:38 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","1282","Проверка блока с подробной информацией","","Wed Apr 30 08:49:44 GMT 2025","passed","Wed Apr 30 08:49:45 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
