"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1371","Проверка отображения блока со статистикой","","Sat Feb 28 17:57:38 UTC 2026","passed","Sat Feb 28 17:57:39 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","998","Проверка колонки с основной информацией","","Sat Feb 28 17:57:35 UTC 2026","passed","Sat Feb 28 17:57:36 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1249","Проверка блока с подробной информацией","","Sat Feb 28 17:57:39 UTC 2026","passed","Sat Feb 28 17:57:40 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","1237","Изменение параметра в статистике за три дня","","Sat Feb 28 17:57:36 UTC 2026","passed","Sat Feb 28 17:57:38 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","10762","Ввод текста в строки поиска","","Sat Feb 28 17:57:46 UTC 2026","passed","Sat Feb 28 17:57:57 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","1374","Проверка кликабельности кнопки изменения темы","","Sat Feb 28 17:57:33 UTC 2026","passed","Sat Feb 28 17:57:34 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","1170","Изменение параметра в статистике за 10 дней","","Sat Feb 28 17:57:40 UTC 2026","passed","Sat Feb 28 17:57:41 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","13358","Открытие GitHub по нажатию на Support Project","","Sat Feb 28 17:57:19 UTC 2026","passed","Sat Feb 28 17:57:33 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","1111","Отображение элементов заголовочной строки поиска","","Sat Feb 28 17:57:45 UTC 2026","passed","Sat Feb 28 17:57:46 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","1173","Проверка блока с информацией о погоде на следующий день","","Sat Feb 28 17:57:34 UTC 2026","passed","Sat Feb 28 17:57:35 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","3193","Проверка вызовов методов при поиски погоды в городе","","Sat Feb 28 17:57:41 UTC 2026","passed","Sat Feb 28 17:57:45 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
