"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12362","Ввод текста в строки поиска","","Sun Mar 15 09:24:32 UTC 2026","passed","Sun Mar 15 09:24:45 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","2502","Изменение параметра в статистике за три дня","","Sun Mar 15 09:24:20 UTC 2026","passed","Sun Mar 15 09:24:23 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","2567","Проверка блока с подробной информацией","","Sun Mar 15 09:24:25 UTC 2026","passed","Sun Mar 15 09:24:28 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","3532","Изменение параметра в статистике за 10 дней","","Sun Mar 15 09:24:28 UTC 2026","passed","Sun Mar 15 09:24:32 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","2495","Проверка кликабельности кнопки изменения темы","","Sun Mar 15 09:24:13 UTC 2026","passed","Sun Mar 15 09:24:15 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","736","Отображение элементов заголовочной строки поиска","","Sun Mar 15 09:24:32 UTC 2026","passed","Sun Mar 15 09:24:32 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","3802","Открытие GitHub по нажатию на Support Project","","Sun Mar 15 09:24:09 UTC 2026","passed","Sun Mar 15 09:24:13 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","2342","Проверка колонки с основной информацией","","Sun Mar 15 09:24:18 UTC 2026","passed","Sun Mar 15 09:24:20 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","2537","Проверка блока с информацией о погоде на следующий день","","Sun Mar 15 09:24:15 UTC 2026","passed","Sun Mar 15 09:24:18 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","2632","Проверка отображения блока со статистикой","","Sun Mar 15 09:24:23 UTC 2026","passed","Sun Mar 15 09:24:25 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
