"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1211","Проверка кликабельности кнопки изменения темы","","Sun May 04 11:56:22 GMT 2025","passed","Sun May 04 11:56:23 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","1198","Изменение параметра в статистике за три дня","","Sun May 04 11:56:25 GMT 2025","passed","Sun May 04 11:56:27 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","5567","Открытие GitHub по нажатию на Support Project","","Sun May 04 11:56:16 GMT 2025","passed","Sun May 04 11:56:22 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","1215","Проверка блока с информацией о погоде на следующий день","","Sun May 04 11:56:23 GMT 2025","passed","Sun May 04 11:56:24 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","962","Проверка колонки с основной информацией","","Sun May 04 11:56:24 GMT 2025","passed","Sun May 04 11:56:25 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1242","Проверка блока с подробной информацией","","Sun May 04 11:56:28 GMT 2025","passed","Sun May 04 11:56:29 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","2737","Проверка вызовов методов при поиски погоды в городе","","Sun May 04 11:56:30 GMT 2025","passed","Sun May 04 11:56:33 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","1086","Отображение элементов заголовочной строки поиска","","Sun May 04 11:56:33 GMT 2025","passed","Sun May 04 11:56:34 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","10785","Ввод текста в строки поиска","","Sun May 04 11:56:34 GMT 2025","passed","Sun May 04 11:56:45 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","1213","Изменение параметра в статистике за 10 дней","","Sun May 04 11:56:29 GMT 2025","passed","Sun May 04 11:56:30 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","1377","Проверка отображения блока со статистикой","","Sun May 04 11:56:27 GMT 2025","passed","Sun May 04 11:56:28 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
