"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1134","Отображение элементов заголовочной строки поиска","","Sun May 04 09:13:30 GMT 2025","passed","Sun May 04 09:13:31 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","2761","Проверка вызовов методов при поиски погоды в городе","","Sun May 04 09:13:27 GMT 2025","passed","Sun May 04 09:13:30 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","974","Проверка колонки с основной информацией","","Sun May 04 09:13:21 GMT 2025","passed","Sun May 04 09:13:22 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1180","Изменение параметра в статистике за 10 дней","","Sun May 04 09:13:26 GMT 2025","passed","Sun May 04 09:13:27 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","1200","Проверка кликабельности кнопки изменения темы","","Sun May 04 09:13:18 GMT 2025","passed","Sun May 04 09:13:20 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","1232","Проверка блока с подробной информацией","","Sun May 04 09:13:24 GMT 2025","passed","Sun May 04 09:13:26 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","10787","Ввод текста в строки поиска","","Sun May 04 09:13:31 GMT 2025","passed","Sun May 04 09:13:42 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","4466","Открытие GitHub по нажатию на Support Project","","Sun May 04 09:13:14 GMT 2025","passed","Sun May 04 09:13:18 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","1153","Проверка блока с информацией о погоде на следующий день","","Sun May 04 09:13:20 GMT 2025","passed","Sun May 04 09:13:21 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","1354","Проверка отображения блока со статистикой","","Sun May 04 09:13:23 GMT 2025","passed","Sun May 04 09:13:24 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","1232","Изменение параметра в статистике за три дня","","Sun May 04 09:13:22 GMT 2025","passed","Sun May 04 09:13:23 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
