"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2317","Изменение параметра в статистике за 10 дней","","Sun Mar 08 16:42:13 UTC 2026","passed","Sun Mar 08 16:42:15 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","660","Отображение элементов заголовочной строки поиска","","Sun Mar 08 16:42:15 UTC 2026","passed","Sun Mar 08 16:42:16 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","12364","Ввод текста в строки поиска","","Sun Mar 08 16:42:16 UTC 2026","passed","Sun Mar 08 16:42:28 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","2468","Проверка отображения блока со статистикой","","Sun Mar 08 16:42:08 UTC 2026","passed","Sun Mar 08 16:42:10 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","2489","Проверка кликабельности кнопки изменения темы","","Sun Mar 08 16:41:58 UTC 2026","passed","Sun Mar 08 16:42:01 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","2431","Проверка блока с подробной информацией","","Sun Mar 08 16:42:10 UTC 2026","passed","Sun Mar 08 16:42:13 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","3408","Открытие GitHub по нажатию на Support Project","","Sun Mar 08 16:41:55 UTC 2026","passed","Sun Mar 08 16:41:58 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","2420","Проверка блока с информацией о погоде на следующий день","","Sun Mar 08 16:42:01 UTC 2026","passed","Sun Mar 08 16:42:03 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","2411","Изменение параметра в статистике за три дня","","Sun Mar 08 16:42:05 UTC 2026","passed","Sun Mar 08 16:42:08 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","2153","Проверка колонки с основной информацией","","Sun Mar 08 16:42:03 UTC 2026","passed","Sun Mar 08 16:42:05 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
