"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1206","Изменение параметра в статистике за три дня","","Mon May 05 07:10:54 GMT 2025","passed","Mon May 05 07:10:55 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","1221","Проверка блока с подробной информацией","","Mon May 05 07:10:57 GMT 2025","passed","Mon May 05 07:10:58 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","1168","Проверка блока с информацией о погоде на следующий день","","Mon May 05 07:10:52 GMT 2025","passed","Mon May 05 07:10:53 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","1177","Изменение параметра в статистике за 10 дней","","Mon May 05 07:10:58 GMT 2025","passed","Mon May 05 07:10:59 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","27493","Открытие GitHub по нажатию на Support Project","","Mon May 05 07:10:23 GMT 2025","passed","Mon May 05 07:10:50 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","989","Проверка колонки с основной информацией","","Mon May 05 07:10:53 GMT 2025","passed","Mon May 05 07:10:54 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","10784","Ввод текста в строки поиска","","Mon May 05 07:11:03 GMT 2025","passed","Mon May 05 07:11:14 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","1123","Отображение элементов заголовочной строки поиска","","Mon May 05 07:11:02 GMT 2025","passed","Mon May 05 07:11:03 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","1263","Проверка кликабельности кнопки изменения темы","","Mon May 05 07:10:51 GMT 2025","passed","Mon May 05 07:10:52 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","1356","Проверка отображения блока со статистикой","","Mon May 05 07:10:55 GMT 2025","passed","Mon May 05 07:10:57 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","3016","Проверка вызовов методов при поиски погоды в городе","","Mon May 05 07:10:59 GMT 2025","passed","Mon May 05 07:11:02 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
