"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5307","Открытие GitHub по нажатию на Support Project","","Sun Mar 08 18:42:39 UTC 2026","passed","Sun Mar 08 18:42:44 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","10964","Ввод текста в строки поиска","","Sun Mar 08 18:42:57 UTC 2026","passed","Sun Mar 08 18:43:08 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","1406","Проверка отображения блока со статистикой","","Sun Mar 08 18:42:49 UTC 2026","passed","Sun Mar 08 18:42:50 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","1341","Изменение параметра в статистике за 10 дней","","Sun Mar 08 18:42:52 UTC 2026","passed","Sun Mar 08 18:42:53 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","1597","Проверка блока с подробной информацией","","Sun Mar 08 18:42:50 UTC 2026","passed","Sun Mar 08 18:42:52 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","967","Проверка колонки с основной информацией","","Sun Mar 08 18:42:46 UTC 2026","passed","Sun Mar 08 18:42:47 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1171","Проверка блока с информацией о погоде на следующий день","","Sun Mar 08 18:42:45 UTC 2026","passed","Sun Mar 08 18:42:46 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","3041","Проверка вызовов методов при поиски погоды в городе","","Sun Mar 08 18:42:53 UTC 2026","passed","Sun Mar 08 18:42:56 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","1222","Изменение параметра в статистике за три дня","","Sun Mar 08 18:42:47 UTC 2026","passed","Sun Mar 08 18:42:49 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","1244","Отображение элементов заголовочной строки поиска","","Sun Mar 08 18:42:56 UTC 2026","passed","Sun Mar 08 18:42:57 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","1207","Проверка кликабельности кнопки изменения темы","","Sun Mar 08 18:42:44 UTC 2026","passed","Sun Mar 08 18:42:45 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
