"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13644","Открытие GitHub по нажатию на Support Project","","Sat Feb 28 09:23:00 UTC 2026","passed","Sat Feb 28 09:23:13 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","1179","Изменение параметра в статистике за 10 дней","","Sat Feb 28 09:23:21 UTC 2026","passed","Sat Feb 28 09:23:22 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","2822","Проверка вызовов методов при поиски погоды в городе","","Sat Feb 28 09:23:22 UTC 2026","passed","Sat Feb 28 09:23:25 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","1212","Изменение параметра в статистике за три дня","","Sat Feb 28 09:23:17 UTC 2026","passed","Sat Feb 28 09:23:18 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","1263","Проверка блока с подробной информацией","","Sat Feb 28 09:23:19 UTC 2026","passed","Sat Feb 28 09:23:21 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","1292","Проверка кликабельности кнопки изменения темы","","Sat Feb 28 09:23:13 UTC 2026","passed","Sat Feb 28 09:23:15 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","997","Проверка колонки с основной информацией","","Sat Feb 28 09:23:16 UTC 2026","passed","Sat Feb 28 09:23:17 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1123","Отображение элементов заголовочной строки поиска","","Sat Feb 28 09:23:25 UTC 2026","passed","Sat Feb 28 09:23:26 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","1395","Проверка отображения блока со статистикой","","Sat Feb 28 09:23:18 UTC 2026","passed","Sat Feb 28 09:23:19 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","1168","Проверка блока с информацией о погоде на следующий день","","Sat Feb 28 09:23:15 UTC 2026","passed","Sat Feb 28 09:23:16 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","10786","Ввод текста в строки поиска","","Sat Feb 28 09:23:26 UTC 2026","passed","Sat Feb 28 09:23:37 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","setText"
