"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","979","Проверка колонки с основной информацией","","Sun May 04 09:15:20 GMT 2025","passed","Sun May 04 09:15:21 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1199","Проверка блока с информацией о погоде на следующий день","","Sun May 04 09:15:19 GMT 2025","passed","Sun May 04 09:15:20 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","1350","Изменение параметра в статистике за 10 дней","","Sun May 04 09:15:25 GMT 2025","passed","Sun May 04 09:15:27 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","1273","Отображение элементов заголовочной строки поиска","","Sun May 04 09:15:30 GMT 2025","passed","Sun May 04 09:15:31 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","1389","Проверка отображения блока со статистикой","","Sun May 04 09:15:23 GMT 2025","passed","Sun May 04 09:15:24 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","2992","Проверка вызовов методов при поиски погоды в городе","","Sun May 04 09:15:27 GMT 2025","passed","Sun May 04 09:15:30 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","1418","Проверка блока с подробной информацией","","Sun May 04 09:15:24 GMT 2025","passed","Sun May 04 09:15:25 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","4297","Открытие GitHub по нажатию на Support Project","","Sun May 04 09:15:14 GMT 2025","passed","Sun May 04 09:15:18 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","1210","Проверка кликабельности кнопки изменения темы","","Sun May 04 09:15:18 GMT 2025","passed","Sun May 04 09:15:19 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","1224","Изменение параметра в статистике за три дня","","Sun May 04 09:15:21 GMT 2025","passed","Sun May 04 09:15:23 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","10958","Ввод текста в строки поиска","","Sun May 04 09:15:31 GMT 2025","passed","Sun May 04 09:15:42 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
