"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","943","Проверка колонки с основной информацией","","Wed May 07 09:25:46 GMT 2025","passed","Wed May 07 09:25:47 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1155","Проверка блока с информацией о погоде на следующий день","","Wed May 07 09:25:44 GMT 2025","passed","Wed May 07 09:25:46 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","1345","Проверка отображения блока со статистикой","","Wed May 07 09:25:48 GMT 2025","passed","Wed May 07 09:25:49 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","1209","Проверка блока с подробной информацией","","Wed May 07 09:25:49 GMT 2025","passed","Wed May 07 09:25:50 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","1191","Проверка кликабельности кнопки изменения темы","","Wed May 07 09:25:43 GMT 2025","passed","Wed May 07 09:25:44 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","4099","Открытие GitHub по нажатию на Support Project","","Wed May 07 09:25:39 GMT 2025","passed","Wed May 07 09:25:43 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","2814","Проверка вызовов методов при поиски погоды в городе","","Wed May 07 09:25:52 GMT 2025","passed","Wed May 07 09:25:54 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","1259","Отображение элементов заголовочной строки поиска","","Wed May 07 09:25:54 GMT 2025","passed","Wed May 07 09:25:56 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","10892","Ввод текста в строки поиска","","Wed May 07 09:25:56 GMT 2025","passed","Wed May 07 09:26:06 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","1179","Изменение параметра в статистике за 10 дней","","Wed May 07 09:25:50 GMT 2025","passed","Wed May 07 09:25:51 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","1153","Изменение параметра в статистике за три дня","","Wed May 07 09:25:47 GMT 2025","passed","Wed May 07 09:25:48 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
