"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2726","Изменение параметра в статистике за 10 дней","","Sun Mar 15 09:55:21 UTC 2026","passed","Sun Mar 15 09:55:24 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","2699","Изменение параметра в статистике за три дня","","Sun Mar 15 09:55:13 UTC 2026","passed","Sun Mar 15 09:55:15 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","2789","Проверка блока с информацией о погоде на следующий день","","Sun Mar 15 09:55:07 UTC 2026","passed","Sun Mar 15 09:55:10 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","2872","Проверка отображения блока со статистикой","","Sun Mar 15 09:55:15 UTC 2026","passed","Sun Mar 15 09:55:18 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","754","Отображение элементов заголовочной строки поиска","","Sun Mar 15 09:55:24 UTC 2026","passed","Sun Mar 15 09:55:24 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","12666","Ввод текста в строки поиска","","Sun Mar 15 09:55:24 UTC 2026","passed","Sun Mar 15 09:55:37 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","3981","Открытие GitHub по нажатию на Support Project","","Sun Mar 15 09:55:00 UTC 2026","passed","Sun Mar 15 09:55:04 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","2792","Проверка блока с подробной информацией","","Sun Mar 15 09:55:18 UTC 2026","passed","Sun Mar 15 09:55:21 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","2699","Проверка кликабельности кнопки изменения темы","","Sun Mar 15 09:55:04 UTC 2026","passed","Sun Mar 15 09:55:07 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","2556","Проверка колонки с основной информацией","","Sun Mar 15 09:55:10 UTC 2026","passed","Sun Mar 15 09:55:13 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
