"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1429","Проверка отображения блока со статистикой","","Sat Feb 28 19:12:21 UTC 2026","passed","Sat Feb 28 19:12:23 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","1182","Отображение элементов заголовочной строки поиска","","Sat Feb 28 19:12:28 UTC 2026","passed","Sat Feb 28 19:12:30 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","998","Проверка колонки с основной информацией","","Sat Feb 28 19:12:19 UTC 2026","passed","Sat Feb 28 19:12:20 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","2919","Проверка вызовов методов при поиски погоды в городе","","Sat Feb 28 19:12:25 UTC 2026","passed","Sat Feb 28 19:12:28 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","1299","Проверка блока с подробной информацией","","Sat Feb 28 19:12:23 UTC 2026","passed","Sat Feb 28 19:12:24 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","1262","Изменение параметра в статистике за три дня","","Sat Feb 28 19:12:20 UTC 2026","passed","Sat Feb 28 19:12:21 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","1254","Изменение параметра в статистике за 10 дней","","Sat Feb 28 19:12:24 UTC 2026","passed","Sat Feb 28 19:12:25 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","15134","Открытие GitHub по нажатию на Support Project","","Sat Feb 28 19:12:01 UTC 2026","passed","Sat Feb 28 19:12:17 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","1227","Проверка блока с информацией о погоде на следующий день","","Sat Feb 28 19:12:18 UTC 2026","passed","Sat Feb 28 19:12:19 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","1233","Проверка кликабельности кнопки изменения темы","","Sat Feb 28 19:12:17 UTC 2026","passed","Sat Feb 28 19:12:18 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","10853","Ввод текста в строки поиска","","Sat Feb 28 19:12:30 UTC 2026","passed","Sat Feb 28 19:12:40 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","setText"
