"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3980","Открытие GitHub по нажатию на Support Project","","Sun Mar 15 09:35:49 UTC 2026","passed","Sun Mar 15 09:35:53 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","2742","Проверка блока с информацией о погоде на следующий день","","Sun Mar 15 09:35:56 UTC 2026","passed","Sun Mar 15 09:35:59 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","769","Отображение элементов заголовочной строки поиска","","Sun Mar 15 09:36:12 UTC 2026","passed","Sun Mar 15 09:36:13 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","2682","Изменение параметра в статистике за три дня","","Sun Mar 15 09:36:01 UTC 2026","passed","Sun Mar 15 09:36:04 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","2591","Проверка кликабельности кнопки изменения темы","","Sun Mar 15 09:35:54 UTC 2026","passed","Sun Mar 15 09:35:56 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","2491","Проверка колонки с основной информацией","","Sun Mar 15 09:35:59 UTC 2026","passed","Sun Mar 15 09:36:01 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","2683","Изменение параметра в статистике за 10 дней","","Sun Mar 15 09:36:10 UTC 2026","passed","Sun Mar 15 09:36:12 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","12539","Ввод текста в строки поиска","","Sun Mar 15 09:36:13 UTC 2026","passed","Sun Mar 15 09:36:26 UTC 2026","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","2823","Проверка отображения блока со статистикой","","Sun Mar 15 09:36:04 UTC 2026","passed","Sun Mar 15 09:36:07 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","2772","Проверка блока с подробной информацией","","Sun Mar 15 09:36:07 UTC 2026","passed","Sun Mar 15 09:36:10 UTC 2026","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
