"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1226","Проверка кликабельности кнопки изменения темы","","Tue Apr 22 18:01:48 GMT 2025","passed","Tue Apr 22 18:01:49 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","4539","Ввод текста в строку поиска","","Tue Apr 22 18:01:58 GMT 2025","passed","Tue Apr 22 18:02:02 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","956","Отображение элементов заголовочной строки поиска","","Tue Apr 22 18:01:57 GMT 2025","passed","Tue Apr 22 18:01:58 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","18721","Открытие GitHub по нажатию на Support Project","","Tue Apr 22 18:01:29 GMT 2025","passed","Tue Apr 22 18:01:48 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","7799","Поиск погоды в городе","","Tue Apr 22 18:01:49 GMT 2025","passed","Tue Apr 22 18:01:57 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
