"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1178","Проверка блока с информацией о погоде на следующий день","","Mon May 05 07:25:24 GMT 2025","passed","Mon May 05 07:25:25 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","2765","Проверка вызовов методов при поиски погоды в городе","","Mon May 05 07:25:31 GMT 2025","passed","Mon May 05 07:25:34 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","1108","Отображение элементов заголовочной строки поиска","","Mon May 05 07:25:34 GMT 2025","passed","Mon May 05 07:25:35 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","10750","Ввод текста в строки поиска","","Mon May 05 07:25:35 GMT 2025","passed","Mon May 05 07:25:46 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","1005","Проверка колонки с основной информацией","","Mon May 05 07:25:25 GMT 2025","passed","Mon May 05 07:25:26 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1152","Изменение параметра в статистике за 10 дней","","Mon May 05 07:25:30 GMT 2025","passed","Mon May 05 07:25:31 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","3947","Открытие GitHub по нажатию на Support Project","","Mon May 05 07:25:19 GMT 2025","passed","Mon May 05 07:25:23 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","1320","Проверка отображения блока со статистикой","","Mon May 05 07:25:27 GMT 2025","passed","Mon May 05 07:25:29 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","1245","Проверка блока с подробной информацией","","Mon May 05 07:25:29 GMT 2025","passed","Mon May 05 07:25:30 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","1317","Проверка кликабельности кнопки изменения темы","","Mon May 05 07:25:23 GMT 2025","passed","Mon May 05 07:25:24 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","1167","Изменение параметра в статистике за три дня","","Mon May 05 07:25:26 GMT 2025","passed","Mon May 05 07:25:27 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
