"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1203","Изменение параметра в статистике за 10 дней","","Sun May 04 11:48:27 GMT 2025","passed","Sun May 04 11:48:28 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","1192","Проверка блока с информацией о погоде на следующий день","","Sun May 04 11:48:21 GMT 2025","passed","Sun May 04 11:48:22 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","10800","Ввод текста в строки поиска","","Sun May 04 11:48:32 GMT 2025","passed","Sun May 04 11:48:43 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","1249","Проверка блока с подробной информацией","","Sun May 04 11:48:26 GMT 2025","passed","Sun May 04 11:48:27 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","1235","Изменение параметра в статистике за три дня","","Sun May 04 11:48:23 GMT 2025","passed","Sun May 04 11:48:25 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","993","Проверка колонки с основной информацией","","Sun May 04 11:48:22 GMT 2025","passed","Sun May 04 11:48:23 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1328","Проверка отображения блока со статистикой","","Sun May 04 11:48:25 GMT 2025","passed","Sun May 04 11:48:26 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","1107","Отображение элементов заголовочной строки поиска","","Sun May 04 11:48:31 GMT 2025","passed","Sun May 04 11:48:32 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","2800","Проверка вызовов методов при поиски погоды в городе","","Sun May 04 11:48:28 GMT 2025","passed","Sun May 04 11:48:31 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","1313","Проверка кликабельности кнопки изменения темы","","Sun May 04 11:48:20 GMT 2025","passed","Sun May 04 11:48:21 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","4943","Открытие GitHub по нажатию на Support Project","","Sun May 04 11:48:15 GMT 2025","passed","Sun May 04 11:48:20 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
