"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1103","Отображение элементов заголовочной строки поиска","","Mon May 05 07:22:39 GMT 2025","passed","Mon May 05 07:22:40 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","3291","Проверка вызовов методов при поиски погоды в городе","","Mon May 05 07:22:35 GMT 2025","passed","Mon May 05 07:22:39 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","1198","Изменение параметра в статистике за три дня","","Mon May 05 07:22:30 GMT 2025","passed","Mon May 05 07:22:32 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","10498","Открытие GitHub по нажатию на Support Project","","Mon May 05 07:22:16 GMT 2025","passed","Mon May 05 07:22:27 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","1191","Проверка блока с информацией о погоде на следующий день","","Mon May 05 07:22:28 GMT 2025","passed","Mon May 05 07:22:29 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","1352","Проверка отображения блока со статистикой","","Mon May 05 07:22:32 GMT 2025","passed","Mon May 05 07:22:33 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","991","Проверка колонки с основной информацией","","Mon May 05 07:22:29 GMT 2025","passed","Mon May 05 07:22:30 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1218","Проверка блока с подробной информацией","","Mon May 05 07:22:33 GMT 2025","passed","Mon May 05 07:22:34 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","1190","Изменение параметра в статистике за 10 дней","","Mon May 05 07:22:34 GMT 2025","passed","Mon May 05 07:22:35 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","1297","Проверка кликабельности кнопки изменения темы","","Mon May 05 07:22:27 GMT 2025","passed","Mon May 05 07:22:28 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
"","10790","Ввод текста в строки поиска","","Mon May 05 07:22:40 GMT 2025","passed","Mon May 05 07:22:51 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
