"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1347","Проверка отображения блока со статистикой","","Wed Apr 30 08:21:43 GMT 2025","passed","Wed Apr 30 08:21:45 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkStatisticBlock"
"","1216","Изменение параметра в статистике за 10 дней","","Wed Apr 30 08:21:46 GMT 2025","passed","Wed Apr 30 08:21:47 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForTenDays"
"","6565","Открытие GitHub по нажатию на Support Project","","Wed Apr 30 08:21:32 GMT 2025","passed","Wed Apr 30 08:21:39 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","openSupport"
"","1178","Проверка блока с информацией о погоде на следующий день","","Wed Apr 30 08:21:40 GMT 2025","passed","Wed Apr 30 08:21:41 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkNextHoursInformation"
"","971","Проверка колонки с основной информацией","","Wed Apr 30 08:21:41 GMT 2025","passed","Wed Apr 30 08:21:42 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkMainInformation"
"","1329","Изменение параметра в статистике за три дня","","Wed Apr 30 08:21:42 GMT 2025","passed","Wed Apr 30 08:21:43 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeParametrForThreeDays"
"","2873","Проверка вызовов методов при поиски погоды в городе","","Wed Apr 30 08:21:47 GMT 2025","passed","Wed Apr 30 08:21:50 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","searchWeatherInCity"
"","1239","Проверка блока с подробной информацией","","Wed Apr 30 08:21:45 GMT 2025","passed","Wed Apr 30 08:21:46 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","checkAdditionalInformation"
"","10798","Ввод текста в строки поиска","","Wed Apr 30 08:21:51 GMT 2025","passed","Wed Apr 30 08:22:02 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","setText"
"","1120","Отображение элементов заголовочной строки поиска","","Wed Apr 30 08:21:50 GMT 2025","passed","Wed Apr 30 08:21:51 GMT 2025","","Строка поиска","com.example.test.SearchingStringTest","checkUI"
"","1156","Проверка кликабельности кнопки изменения темы","","Wed Apr 30 08:21:39 GMT 2025","passed","Wed Apr 30 08:21:40 GMT 2025","","Основной экран","com.example.test.WeatherPageTest","changeTheme"
